cnn,monthly_frequency,frequency_group
10378000,8,7-8
10379000,8,7-8
10380000,8,7-8
10382000,8,7-8
10383000,8,7-8
10384000,6,6
10390000,20,17-20
10391000,4,4
10392000,4,4
10393000,4,4
10395000,8,7-8
10396000,8,7-8
10397000,8,7-8
10398000,8,7-8
10399000,8,7-8
10400000,8,7-8
10401000,8,7-8
10402000,8,7-8
10403000,8,7-8
10404000,8,7-8
10405000,8,7-8
10406000,8,7-8
10408000,8,7-8
10409000,8,7-8
10410000,8,7-8
10411000,8,7-8
10414000,2,2
10417000,8,7-8
10418000,8,7-8
10419000,8,7-8
10420000,8,7-8
10421000,8,7-8
10422000,8,7-8
10423000,8,7-8
10424000,8,7-8
10425000,8,7-8
10426000,8,7-8
10427000,8,7-8
10428000,6,6
10429000,6,6
10430000,4,4
10431000,4,4
10432000,4,4
10433000,4,4
10434000,4,4
10435000,4,4
10436000,4,4
10437000,4,4
10438000,4,4
10439000,4,4
10440000,4,4
10441000,4,4
10442000,4,4
10443000,4,4
10444000,4,4
10445000,8,7-8
10446000,4,4
10447000,4,4
10448000,4,4
10449000,4,4
10450000,4,4
10453000,20,17-20
10454000,20,17-20
10455000,20,17-20
10456000,20,17-20
10457000,20,17-20
10458001,20,17-20
10458002,20,17-20
10459000,20,17-20
10460000,20,17-20
10461000,20,17-20
10462000,20,17-20
10463000,20,17-20
10464000,20,17-20
10465000,20,17-20
10466000,8,7-8
10467000,8,7-8
10468000,8,7-8
10469000,8,7-8
10470000,8,7-8
10471000,8,7-8
10472000,8,7-8
10473000,8,7-8
10474000,8,7-8
10475000,8,7-8
10476000,16,13-16
10477000,16,13-16
10478000,20,17-20
10479000,6,6
10480000,6,6
10481000,6,6
10482000,6,6
10483000,6,6
10484000,6,6
10485000,6,6
10486000,6,6
10487000,6,6
10488000,6,6
10489000,6,6
10490000,6,6
10491000,6,6
10492000,6,6
10493000,6,6
10494000,4,4
10495000,4,4
10498000,4,4
10499000,8,7-8
10500000,8,7-8
10501000,8,7-8
10502000,8,7-8
10503000,4,4
10504000,4,4
10505000,4,4
10506000,4,4
10507000,4,4
10508000,2,2
10510000,12,9-12
10512000,4,4
10513000,4,4
10514000,4,4
10515000,4,4
10516000,4,4
10517000,4,4
10518000,4,4
10519000,4,4
10520000,4,4
10521000,4,4
10522000,4,4
10523000,4,4
10524000,2,2
10525000,2,2
10526000,4,4
10527000,4,4
10528000,4,4
10529000,4,4
10530000,4,4
10531000,2,2
10532000,4,4
10533000,4,4
10534000,6,6
10535000,6,6
10536000,4,4
10537000,4,4
10538000,4,4
10539000,4,4
10540000,4,4
10541000,4,4
10542000,4,4
10543000,32,29-36
10544000,32,29-36
10545000,8,7-8
10546000,20,17-20
10547000,20,17-20
10548000,20,17-20
10549000,28,21-28
10550000,32,29-36
10551000,32,29-36
10552000,32,29-36
10553000,32,29-36
10554000,32,29-36
10555000,32,29-36
10556000,32,29-36
10557000,32,29-36
10558000,32,29-36
10559000,32,29-36
10560000,32,29-36
10561000,20,17-20
10562000,20,17-20
10563000,20,17-20
10564000,20,17-20
10565000,20,17-20
10566000,20,17-20
10567000,20,17-20
10568000,20,17-20
10569000,20,17-20
10570000,20,17-20
10571000,20,17-20
10572000,20,17-20
10573000,20,17-20
10574000,20,17-20
10575000,20,17-20
10576000,20,17-20
10577000,20,17-20
10578000,20,17-20
10579000,20,17-20
10580000,20,17-20
10585000,2,2
10586000,4,4
10587000,20,17-20
10589000,8,7-8
10590000,4,4
10592000,8,7-8
10593000,8,7-8
10594000,8,7-8
10595000,8,7-8
10596000,8,7-8
10597000,4,4
10598000,8,7-8
10599000,8,7-8
10600000,8,7-8
10607000,2,2
10608000,2,2
10611101,4,4
10611201,4,4
10612101,2,2
10612201,3,3
10612202,3,3
10613101,2,2
10613201,3,3
10614101,2,2
10614201,3,3
10615101,14,13-16
10615102,14,13-16
10615201,3,3
10616101,14,13-16
10616201,5,5
10617101,2,2
10617102,2,2
10617201,5,5
10618101,2,2
10618102,2,2
10618103,2,2
10618104,2,2
10618201,5,5
10618202,3,3
10619101,2,2
10619201,3,3
10620101,2,2
10620102,2,2
10620103,2,2
10620201,3,3
10620202,3,3
10621101,2,2
10621201,3,3
10622101,2,2
10622102,2,2
10622201,3,3
10624001,20,17-20
10624002,20,17-20
10625000,20,17-20
10626000,20,17-20
10627000,20,17-20
10628000,20,17-20
10629000,20,17-20
10630000,20,17-20
10631000,20,17-20
10632000,20,17-20
10633000,20,17-20
10634000,20,17-20
10635000,20,17-20
10636000,20,17-20
10637000,20,17-20
10638000,20,17-20
10639000,24,21-28
10640000,20,17-20
10641000,20,17-20
10642000,4,4
10643000,4,4
10644000,14,13-16
10645000,14,13-16
10646000,14,13-16
10647000,14,13-16
10648000,14,13-16
10649000,4,4
10650000,4,4
10651000,4,4
10652000,4,4
10653000,4,4
10654000,4,4
10655000,4,4
10656000,4,4
10657000,8,7-8
10658000,20,17-20
10659000,20,17-20
10660000,20,17-20
10661000,20,17-20
10662000,20,17-20
10663101,8,7-8
10663201,12,9-12
10664101,8,7-8
10664201,12,9-12
10665101,8,7-8
10665201,12,9-12
10666101,8,7-8
10666201,12,9-12
10667101,8,7-8
10667201,12,9-12
10668101,8,7-8
10668201,12,9-12
10669101,8,7-8
10669201,12,9-12
10670101,8,7-8
10670201,12,9-12
10671000,16,13-16
10672000,16,13-16
10673000,20,17-20
10674101,8,7-8
10674201,8,7-8
10676000,32,29-36
10677000,32,29-36
10678000,32,29-36
10679000,32,29-36
10693000,4,4
10694000,4,4
10695000,4,4
10696000,4,4
10697000,2,2
10700000,4,4
10701000,4,4
10702000,4,4
10703000,4,4
10704000,20,17-20
10705000,20,17-20
10706000,20,17-20
10718000,4,4
10719000,8,7-8
10720000,8,7-8
10721000,8,7-8
10722000,8,7-8
10726000,4,4
10727000,4,4
10728000,8,7-8
10729000,8,7-8
10730000,8,7-8
10731000,8,7-8
10732000,8,7-8
10733000,8,7-8
10734000,8,7-8
10735000,8,7-8
10736000,8,7-8
10737000,8,7-8
10738000,8,7-8
10739000,8,7-8
10741001,8,7-8
10741002,8,7-8
10742000,8,7-8
10743000,8,7-8
10744000,8,7-8
10745000,8,7-8
10746000,8,7-8
10747000,8,7-8
10748000,8,7-8
10750000,8,7-8
10751000,8,7-8
10754000,8,7-8
10755000,8,7-8
10756000,8,7-8
10757000,8,7-8
10758000,8,7-8
10759000,8,7-8
10761000,4,4
10762000,4,4
10763000,4,4
10764000,4,4
10765000,8,7-8
10766000,12,9-12
10767000,8,7-8
10768000,8,7-8
10769000,8,7-8
10770000,8,7-8
10773000,8,7-8
10776000,8,7-8
10777000,8,7-8
10778000,8,7-8
10779000,8,7-8
10780000,4,4
10781000,4,4
10782000,8,7-8
10783000,4,4
10792000,4,4
10796000,8,7-8
10798000,8,7-8
10799000,8,7-8
10800000,8,7-8
10801000,8,7-8
10806000,4,4
10809000,8,7-8
10810000,8,7-8
10811000,8,7-8
10812000,8,7-8
10813000,8,7-8
10814000,8,7-8
10815000,16,13-16
10816101,4,4
10816201,4,4
10820000,8,7-8
10821000,8,7-8
10822000,8,7-8
10823000,8,7-8
10824000,8,7-8
10830000,8,7-8
10831000,8,7-8
10832000,8,7-8
10833000,8,7-8
10834000,8,7-8
10835000,8,7-8
10836000,8,7-8
10837000,8,7-8
10838000,8,7-8
10839000,8,7-8
10840000,8,7-8
10841000,8,7-8
10842000,4,4
10843000,8,7-8
10844000,8,7-8
10845000,2,2
10846000,4,4
10847000,4,4
10848000,4,4
10849000,4,4
10851000,4,4
10852000,4,4
10853000,4,4
10854000,4,4
10855000,4,4
10856000,6,6
10857000,6,6
10858000,8,7-8
10859000,8,7-8
10860000,4,4
10861000,4,4
10862000,4,4
10863000,4,4
10864000,4,4
10865000,4,4
10866000,4,4
10867000,4,4
10868000,4,4
10869000,4,4
10870000,4,4
10871000,4,4
10872000,4,4
10873000,4,4
10874000,4,4
10875000,4,4
10876000,4,4
10877000,4,4
10878000,4,4
10879000,4,4
10880000,4,4
10881000,4,4
10882000,4,4
10883000,4,4
10886000,8,7-8
10887000,4,4
10888000,8,7-8
10889000,8,7-8
10890000,2,2
10893000,2,2
10894000,4,4
10895000,4,4
10896000,4,4
10897000,4,4
10898000,8,7-8
10899000,4,4
10902000,4,4
10903000,4,4
10905000,4,4
10906000,4,4
10908000,3,3
10909000,5,5
10910000,4,4
10911000,4,4
10912000,4,4
10913000,4,4
10914000,4,4
10915000,8,7-8
10916000,8,7-8
10917000,8,7-8
10918000,8,7-8
10919000,8,7-8
10920000,8,7-8
10921000,8,7-8
10922000,8,7-8
10923000,2,2
10924000,4,4
10932000,8,7-8
10933000,8,7-8
10934000,8,7-8
10935000,8,7-8
10936000,8,7-8
10937000,4,4
10938000,4,4
10940000,8,7-8
10941000,2,2
10942000,8,7-8
10943000,8,7-8
10944000,8,7-8
10945000,8,7-8
10946000,8,7-8
10947000,8,7-8
10949000,8,7-8
10951000,4,4
10952000,8,7-8
10954000,8,7-8
10955000,12,9-12
10960000,8,7-8
10966000,4,4
10967000,4,4
10968000,4,4
10969000,4,4
10970101,4,4
10970201,8,7-8
10972000,8,7-8
10973000,8,7-8
10974000,8,7-8
10975000,8,7-8
10976000,8,7-8
10977000,8,7-8
10978000,8,7-8
10979000,8,7-8
10981000,8,7-8
10982000,8,7-8
10983000,8,7-8
10984000,8,7-8
10985000,8,7-8
10986000,4,4
10987000,8,7-8
10988000,8,7-8
10989000,4,4
10990000,4,4
10991000,4,4
10992000,8,7-8
10993000,8,7-8
10994000,8,7-8
10995000,8,7-8
10996000,8,7-8
10997000,8,7-8
10998000,8,7-8
10999000,8,7-8
11000000,8,7-8
11001000,8,7-8
11002000,8,7-8
11003000,8,7-8
11004000,8,7-8
11005000,8,7-8
11006000,8,7-8
11007000,4,4
11008000,4,4
11009101,2,2
11009201,2,2
11010101,2,2
11010102,2,2
11010201,2,2
11010202,2,2
11011000,4,4
11012000,4,4
11013000,4,4
11014000,4,4
11017000,8,7-8
11018000,4,4
11027000,4,4
11028000,4,4
11029000,4,4
11030000,4,4
11033000,4,4
11035000,4,4
11039000,4,4
11040000,4,4
11041000,4,4
11042000,4,4
11043000,4,4
11046000,2,2
11047000,4,4
11048000,4,4
11049000,4,4
11050000,4,4
11051000,4,4
11052000,4,4
11053000,4,4
11054000,4,4
11055000,4,4
11056000,4,4
11057000,4,4
11058000,4,4
11059000,4,4
11060000,4,4
11061000,4,4
11062000,4,4
11063000,4,4
11064000,4,4
11065000,4,4
11066000,4,4
11067000,4,4
11068000,4,4
11069000,4,4
11070000,4,4
11071000,4,4
11072000,4,4
11073000,4,4
11074000,4,4
11075000,4,4
11076000,4,4
11077000,4,4
11078000,4,4
11079000,4,4
11080000,4,4
11081000,4,4
11082000,4,4
11083000,4,4
11084000,4,4
11085000,4,4
11086000,2,2
11087000,2,2
11088000,2,2
11089000,8,7-8
11091000,4,4
11092000,4,4
11093000,4,4
11095000,8,7-8
11098000,8,7-8
11099000,8,7-8
11101000,4,4
11102000,4,4
11110000,2,2
11111000,4,4
11113000,4,4
11115000,4,4
11116000,8,7-8
11117000,8,7-8
11118000,8,7-8
11119000,8,7-8
11120000,8,7-8
11121000,4,4
11122000,8,7-8
11123000,8,7-8
11124000,8,7-8
11125000,8,7-8
11126000,8,7-8
11127000,8,7-8
11128000,8,7-8
11129000,8,7-8
11130000,8,7-8
11131000,8,7-8
11132000,4,4
11133000,4,4
11134000,8,7-8
11135000,8,7-8
11136000,4,4
11139000,4,4
11140000,8,7-8
11141000,8,7-8
11142000,8,7-8
11143000,8,7-8
11144001,8,7-8
11144002,8,7-8
11145000,8,7-8
11146101,4,4
11146201,4,4
11147101,8,7-8
11147201,8,7-8
11148101,4,4
11148201,4,4
11149000,4,4
11151000,12,9-12
11152001,8,7-8
11153000,8,7-8
11155000,8,7-8
11156000,4,4
11157000,4,4
11161000,4,4
11162000,8,7-8
11163000,8,7-8
11164000,4,4
11166000,8,7-8
11167000,8,7-8
11168000,4,4
11169000,4,4
11170000,2,2
11171000,4,4
11172000,4,4
11174000,8,7-8
11176000,4,4
11178000,8,7-8
11179000,8,7-8
11182000,8,7-8
11186000,20,17-20
11188000,8,7-8
11189000,8,7-8
11190000,8,7-8
11191000,8,7-8
11192000,8,7-8
11193000,8,7-8
11194000,8,7-8
11195000,8,7-8
11196000,8,7-8
11197000,8,7-8
11198000,8,7-8
11199000,8,7-8
11200000,8,7-8
11202000,4,4
11203000,8,7-8
11204000,8,7-8
11205000,8,7-8
11206000,8,7-8
11207000,8,7-8
11208000,8,7-8
11209000,8,7-8
11210000,8,7-8
11211000,8,7-8
11212000,8,7-8
11220000,20,17-20
11221000,20,17-20
11222000,20,17-20
11223000,20,17-20
11224000,20,17-20
11225000,20,17-20
11226000,20,17-20
11227000,20,17-20
11228000,28,21-28
11229000,28,21-28
11230000,28,21-28
11231000,28,21-28
11232000,28,21-28
11240000,8,7-8
11241001,8,7-8
11241002,8,7-8
11242000,8,7-8
11243000,8,7-8
11244000,8,7-8
11245000,8,7-8
11246000,8,7-8
11247000,8,7-8
11248000,8,7-8
11249000,6,6
11250000,6,6
11251000,6,6
11252000,6,6
11253000,6,6
11254000,4,4
11255000,4,4
11256000,4,4
11257000,4,4
11258000,4,4
11259000,4,4
11260000,4,4
11261000,4,4
11262000,4,4
11263000,4,4
11264000,8,7-8
11265000,8,7-8
11266000,8,7-8
11267000,8,7-8
11268000,8,7-8
11269000,4,4
11270000,6,6
11271000,6,6
11276000,4,4
11277000,4,4
11278000,4,4
11280000,4,4
11281000,4,4
11282000,4,4
11283000,2,2
11284000,2,2
11285000,2,2
11286000,4,4
11289000,4,4
11290000,4,4
11291000,4,4
11292000,4,4
11293000,4,4
11294101,2,2
11294201,2,2
11294202,2,2
11295000,4,4
11296000,4,4
11297000,4,4
11298000,4,4
11299000,4,4
11300101,2,2
11300201,2,2
11301101,2,2
11301201,2,2
11306000,8,7-8
11307000,8,7-8
11308000,8,7-8
11309000,4,4
11312000,4,4
11313000,4,4
11314000,4,4
11315000,8,7-8
11316000,4,4
11317000,4,4
11318000,4,4
11319000,8,7-8
11320000,8,7-8
11321000,8,7-8
11328000,4,4
11329000,4,4
11330000,4,4
11331000,4,4
11332000,4,4
11333000,4,4
11334000,2,2
11336000,2,2
11337000,2,2
11338000,2,2
11339000,2,2
11340000,4,4
11341000,4,4
11342000,4,4
11343000,4,4
11344000,4,4
11345000,4,4
11349000,8,7-8
11350000,8,7-8
11351000,8,7-8
11352000,4,4
11353000,8,7-8
11356000,8,7-8
11357000,8,7-8
11358000,8,7-8
11360000,8,7-8
11361000,8,7-8
11362000,8,7-8
11367000,20,17-20
11368000,20,17-20
11369000,20,17-20
11370000,20,17-20
11371000,20,17-20
11372000,20,17-20
11373000,20,17-20
11374000,20,17-20
11375000,20,17-20
11376000,20,17-20
11377000,20,17-20
11378000,20,17-20
11379000,20,17-20
11380000,20,17-20
11381000,20,17-20
11382000,20,17-20
11383000,20,17-20
11384000,20,17-20
11384001,20,17-20
11385000,20,17-20
11386000,20,17-20
11387000,20,17-20
11388000,20,17-20
11389000,20,17-20
11390000,20,17-20
11391000,20,17-20
11392000,20,17-20
11393000,20,17-20
11394000,8,7-8
11395000,8,7-8
11396000,8,7-8
11397000,8,7-8
11398000,8,7-8
11401000,4,4
11402000,4,4
11403000,8,7-8
11404000,8,7-8
11405000,8,7-8
11406000,8,7-8
11410000,4,4
11411000,4,4
11412000,4,4
11413000,4,4
11414000,4,4
11415000,4,4
11416000,8,7-8
11417000,4,4
11418000,4,4
11419000,4,4
11426000,4,4
11427000,4,4
11428000,4,4
11429000,4,4
11430000,4,4
11431000,4,4
11432000,4,4
11434000,6,6
11435000,7,7-8
11436101,4,4
11436201,10,9-12
11436202,10,9-12
11437101,4,4
11437201,10,9-12
11437202,10,9-12
11438101,4,4
11438102,4,4
11438103,4,4
11438201,6,6
11439106,2,2
11439201,2,2
11440101,2,2
11440201,2,2
11441101,2,2
11441201,2,2
11442000,4,4
11443000,4,4
11444000,4,4
11445000,4,4
11446000,4,4
11447000,4,4
11448000,4,4
11449000,4,4
11450000,4,4
11451000,4,4
11452000,4,4
11453000,4,4
11454000,4,4
11455000,4,4
11456000,4,4
11457000,4,4
11458101,2,2
11458201,2,2
11459000,4,4
11460000,4,4
11461000,4,4
11462000,4,4
11463000,4,4
11464000,4,4
11465000,4,4
11466000,4,4
11467101,2,2
11467201,2,2
11467202,2,2
11467203,2,2
11467204,2,2
11468101,2,2
11468201,2,2
11469000,4,4
11470000,4,4
11471000,4,4
11472000,2,2
11476000,8,7-8
11477000,8,7-8
11478000,8,7-8
11479000,8,7-8
11480000,8,7-8
11481000,8,7-8
11482000,8,7-8
11483000,4,4
11484000,4,4
11485000,4,4
11486000,4,4
11487000,4,4
11488000,2,2
11489000,2,2
11490000,4,4
11492000,2,2
11493000,2,2
11494000,2,2
11495101,2,2
11495201,2,2
11496101,2,2
11496201,2,2
11498000,4,4
11499000,4,4
11500000,4,4
11501000,4,4
11502000,4,4
11503000,4,4
11504000,4,4
11505000,2,2
11506000,4,4
11507000,8,7-8
11508000,8,7-8
11509000,8,7-8
11510000,8,7-8
11511000,8,7-8
11512000,8,7-8
11513000,8,7-8
11514000,8,7-8
11515000,8,7-8
11516000,8,7-8
11517000,8,7-8
11520000,4,4
11521101,8,7-8
11522000,8,7-8
11523000,4,4
11524000,4,4
11525000,4,4
11526000,4,4
11527000,4,4
11528000,4,4
11529000,4,4
11530000,4,4
11531000,4,4
11532000,4,4
11533000,4,4
11534000,4,4
11535000,4,4
11536000,4,4
11537000,4,4
11538000,4,4
11539000,4,4
11540000,4,4
11541000,4,4
11542000,20,17-20
11543000,20,17-20
11544000,20,17-20
11545000,20,17-20
11546000,20,17-20
11547000,20,17-20
11548000,20,17-20
11549000,20,17-20
11550000,20,17-20
11551000,20,17-20
11552000,20,17-20
11553000,20,17-20
11554000,20,17-20
11555000,8,7-8
11556000,8,7-8
11557000,8,7-8
11558000,8,7-8
11559000,8,7-8
11560000,8,7-8
11561000,4,4
11563000,4,4
11564000,4,4
11565000,4,4
11566000,4,4
11567000,4,4
11568000,2,2
11569000,4,4
11570000,4,4
11571000,4,4
11572000,4,4
11573000,4,4
11574000,8,7-8
11575000,4,4
11576000,4,4
11577000,4,4
11578000,4,4
11579000,4,4
11580000,4,4
11581000,4,4
11582000,4,4
11583000,4,4
11585000,4,4
11586000,4,4
11587000,2,2
11588101,2,2
11588201,2,2
11589000,8,7-8
11590000,8,7-8
11591000,8,7-8
11592000,8,7-8
11593000,8,7-8
11594000,4,4
11597000,8,7-8
11598000,8,7-8
11599000,8,7-8
11600000,8,7-8
11601000,8,7-8
11602000,8,7-8
11603000,8,7-8
11604000,8,7-8
11605000,4,4
11606000,4,4
11607000,4,4
11608000,4,4
11609000,4,4
11610000,4,4
11611000,4,4
11612000,4,4
11613000,4,4
11614000,8,7-8
11615000,4,4
11616000,4,4
11617000,4,4
11618000,4,4
11619000,4,4
11620000,4,4
11621000,4,4
11622000,4,4
11623000,4,4
11624000,4,4
11625000,4,4
11626000,4,4
11627000,4,4
11628000,4,4
11629000,4,4
11630000,4,4
11631000,4,4
11632000,4,4
11633000,4,4
11634000,4,4
11635000,4,4
11636000,4,4
11637000,4,4
11638000,4,4
11639000,4,4
11640000,4,4
11641000,8,7-8
11642000,8,7-8
11643000,8,7-8
11644000,8,7-8
11646000,4,4
11647000,4,4
11648000,4,4
11649000,4,4
11650000,4,4
11651000,4,4
11652000,4,4
11653000,4,4
11654000,4,4
11655000,4,4
11665000,8,7-8
11666000,8,7-8
11667000,8,7-8
11668000,8,7-8
11669000,8,7-8
11670000,4,4
11672000,8,7-8
11673000,8,7-8
11674001,8,7-8
11674002,8,7-8
11674003,8,7-8
11675000,8,7-8
11676000,4,4
11677000,8,7-8
11678000,8,7-8
11679000,8,7-8
11681000,8,7-8
11682000,8,7-8
11683000,8,7-8
11684000,8,7-8
11685000,8,7-8
11686000,8,7-8
11687000,8,7-8
11688000,8,7-8
11689000,8,7-8
11690000,8,7-8
11691000,8,7-8
11692000,8,7-8
11693000,8,7-8
11694000,8,7-8
11695000,6,6
11696000,8,7-8
11697000,8,7-8
11698000,6,6
11699000,6,6
11700000,6,6
11701000,4,4
11702000,4,4
11703000,4,4
11704000,4,4
11705000,4,4
11706000,4,4
11707000,4,4
11708000,4,4
11709000,4,4
11710000,4,4
11711000,4,4
11712000,4,4
11713000,4,4
11714000,4,4
11715000,12,9-12
11716000,4,4
11717000,4,4
11718000,4,4
11719000,4,4
11720000,4,4
11721000,4,4
11722000,4,4
11723000,4,4
11724000,4,4
11725000,4,4
11726000,4,4
11727000,4,4
11728000,4,4
11729000,2,2
11730000,4,4
11731000,4,4
11732000,8,7-8
11733000,8,7-8
11734000,4,4
11735000,2,2
11748000,8,7-8
11749000,8,7-8
11750000,8,7-8
11756000,8,7-8
11757000,8,7-8
11758000,8,7-8
11759000,8,7-8
11760000,8,7-8
11761000,8,7-8
11762000,8,7-8
11766000,4,4
11767000,4,4
11768000,4,4
11769000,4,4
11770000,4,4
11771000,4,4
11772000,4,4
11775000,8,7-8
11776000,8,7-8
11777000,8,7-8
11778000,8,7-8
11779000,4,4
11781000,8,7-8
11782000,8,7-8
11783000,8,7-8
11784000,8,7-8
11785000,8,7-8
11786000,8,7-8
11787000,8,7-8
11791101,4,4
11791201,2,2
11792000,4,4
11793000,12,9-12
11794000,12,9-12
11795000,8,7-8
11797000,4,4
11798000,8,7-8
11799000,8,7-8
11800000,2,2
11802000,8,7-8
11803000,4,4
11804000,4,4
11807000,4,4
11808000,4,4
11809000,4,4
11810000,4,4
11811000,4,4
11812000,4,4
11813000,4,4
11814000,4,4
11815000,4,4
11816000,4,4
11817000,4,4
11826000,4,4
11827000,4,4
11828000,4,4
11829000,4,4
11830000,4,4
11831000,8,7-8
11832000,12,9-12
11833000,12,9-12
11834000,12,9-12
11835000,12,9-12
11836000,8,7-8
11837000,8,7-8
11838000,8,7-8
11839000,8,7-8
11840000,8,7-8
11841000,8,7-8
11842000,8,7-8
11843000,8,7-8
11844000,8,7-8
11845000,7,7-8
11851000,8,7-8
11852000,8,7-8
11853000,8,7-8
11854000,8,7-8
11855000,8,7-8
11856000,8,7-8
11857000,8,7-8
11858000,8,7-8
11859000,2,2
11860000,2,2
11861000,2,2
11862000,2,2
11863000,2,2
11864000,2,2
11865000,2,2
11866000,8,7-8
11867000,8,7-8
11868000,8,7-8
11869000,8,7-8
11870000,6,6
11871000,6,6
11872000,8,7-8
11873000,8,7-8
11874000,8,7-8
11875000,8,7-8
11876000,8,7-8
11877000,8,7-8
11878000,8,7-8
11879000,8,7-8
11880000,8,7-8
11881000,8,7-8
11882000,8,7-8
11883000,8,7-8
11884000,8,7-8
11885000,8,7-8
11886000,8,7-8
11887000,8,7-8
11888000,8,7-8
11889000,8,7-8
11890000,8,7-8
11891000,8,7-8
11892000,8,7-8
11893000,8,7-8
11894000,8,7-8
11895000,8,7-8
11896000,8,7-8
11897000,8,7-8
11898000,8,7-8
11899000,8,7-8
11900000,8,7-8
11901000,8,7-8
11902000,8,7-8
11903000,8,7-8
11904000,8,7-8
11905000,8,7-8
11906000,8,7-8
11907000,8,7-8
11908000,8,7-8
11909000,8,7-8
11910000,8,7-8
11911000,8,7-8
11912000,8,7-8
11913000,8,7-8
11914000,8,7-8
11915000,8,7-8
11916000,8,7-8
11917000,8,7-8
11918000,8,7-8
11919000,8,7-8
11920000,8,7-8
11921000,8,7-8
11922000,8,7-8
11923000,8,7-8
11924000,8,7-8
11925000,8,7-8
11926000,8,7-8
11927000,8,7-8
11928000,8,7-8
11929000,8,7-8
11930000,8,7-8
11931000,8,7-8
11932000,8,7-8
11933000,8,7-8
11934000,8,7-8
11935000,8,7-8
11936000,8,7-8
11937000,8,7-8
11938000,4,4
11939000,8,7-8
11940000,8,7-8
11941000,8,7-8
11942000,8,7-8
11950101,2,2
11950102,2,2
11950103,2,2
11950104,2,2
11950201,2,2
11950203,6,6
11950204,6,6
11951101,3,3
11951102,3,3
11951201,3,3
11952101,3,3
11952102,3,3
11952201,3,3
11953101,3,3
11953102,3,3
11953103,3,3
11953201,3,3
11953202,3,3
11954101,3,3
11954102,3,3
11954201,3,3
11954202,3,3
11954203,3,3
11955101,3,3
11955102,3,3
11955103,3,3
11955201,3,3
11955202,3,3
11955203,3,3
11956101,3,3
11956102,3,3
11956103,3,3
11956104,3,3
11956201,3,3
11957101,3,3
11957201,3,3
11958101,3,3
11958201,3,3
11959101,3,3
11959102,3,3
11959103,3,3
11959104,3,3
11959105,3,3
11959201,3,3
11959202,3,3
11959203,3,3
11959204,3,3
11960101,28,21-28
11960201,30,29-36
11961101,28,21-28
11961201,30,29-36
11961202,30,29-36
11962101,28,21-28
11962201,31,29-36
11962202,28,21-28
11963101,28,21-28
11963201,28,21-28
11963202,28,21-28
11964101,28,21-28
11964201,28,21-28
11964202,28,21-28
11965000,2,2
11966000,8,7-8
11967000,8,7-8
11968000,8,7-8
11969000,8,7-8
11970000,8,7-8
11971000,8,7-8
11972000,4,4
11973000,8,7-8
11975000,8,7-8
11978000,4,4
11979000,4,4
11980000,4,4
12000000,8,7-8
12001000,8,7-8
12002000,8,7-8
12003000,8,7-8
12004000,8,7-8
12005000,8,7-8
12006000,8,7-8
12007000,8,7-8
12008000,8,7-8
12009101,8,7-8
12009102,8,7-8
12009201,8,7-8
12009202,8,7-8
12010000,8,7-8
12015101,32,29-36
12015201,32,29-36
12016101,28,21-28
12016201,28,21-28
12017101,28,21-28
12017201,28,21-28
12017202,28,21-28
12018101,4,4
12018201,4,4
12019101,8,7-8
12019102,8,7-8
12019201,12,9-12
12020000,20,17-20
12021000,20,17-20
12022000,20,17-20
12023000,28,21-28
12024000,20,17-20
12025000,20,17-20
12026000,20,17-20
12027000,20,17-20
12028000,20,17-20
12029000,20,17-20
12030000,20,17-20
12031000,20,17-20
12032000,20,17-20
12033000,20,17-20
12035000,8,7-8
12036000,8,7-8
12037000,4,4
12038000,4,4
12039000,4,4
12040000,4,4
12041000,4,4
12043000,4,4
12044000,20,17-20
12045000,20,17-20
12046000,20,17-20
12047000,8,7-8
12048000,8,7-8
12053000,4,4
12054000,4,4
12055000,4,4
12056000,4,4
12057000,2,2
12058000,4,4
12059000,4,4
12060000,4,4
12061000,6,6
12062000,8,7-8
12063000,4,4
12064000,4,4
12065000,8,7-8
12068000,4,4
12072000,4,4
12076000,8,7-8
12077000,8,7-8
12078000,8,7-8
12079000,8,7-8
12080000,8,7-8
12081000,8,7-8
12082000,8,7-8
12083000,8,7-8
12084000,8,7-8
12085000,8,7-8
12086000,8,7-8
12087000,8,7-8
12088000,8,7-8
12089000,8,7-8
12090000,8,7-8
12091000,8,7-8
12092000,8,7-8
12093000,8,7-8
12094000,8,7-8
12095000,8,7-8
12096000,2,2
12097000,2,2
12098000,2,2
12099000,2,2
12100000,2,2
12103000,4,4
12104000,4,4
12105000,4,4
12106000,4,4
12107000,4,4
12108000,4,4
12110000,8,7-8
12116000,8,7-8
12117000,8,7-8
12118000,8,7-8
12119000,8,7-8
12120000,8,7-8
12121000,8,7-8
12122000,8,7-8
12123000,8,7-8
12124000,8,7-8
12125000,8,7-8
12126000,8,7-8
12127000,8,7-8
12128000,8,7-8
12129000,8,7-8
12130000,8,7-8
12131000,8,7-8
12132000,6,6
12133000,4,4
12134000,4,4
12135000,4,4
12136000,6,6
12137000,4,4
12138000,4,4
12139000,4,4
12140000,4,4
12141000,4,4
12142000,4,4
12143000,4,4
12144000,4,4
12145000,4,4
12146000,4,4
12147000,4,4
12148000,4,4
12149000,4,4
12150000,4,4
12151000,4,4
12152000,4,4
12153000,4,4
12154000,4,4
