cnn,corridor,limits,monthly_frequency,frequency_group,days_cleaned,time_ranges,schedule_summary,block_sides,street_sides,heatmap_cells,holidays
641000,15th St,Bryant St  -  Florida St,16,11-20,"Sat, Sun",2 AM - 6 AM,"Sat 2 AM - 6 AM, Sun 2 AM - 6 AM",South,L,"Sat|2-4, Sun|2-4",1
6418000,Grant Ave,North Point St  -  The Embarcadero,24,21-30,"Fri, Mon, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Wed 2 AM - 6 AM",West,L,"Fri|2-4, Mon|2-4, Wed|2-4",0
6420000,Granville Way,Granville Way  -  Ulloa St,56,51-60,"Mon, Wed",1 PM - 3 PM,"Mon 1 PM - 3 PM, Wed 1 PM - 3 PM","East, West","L, R","Mon|12-14, Wed|12-14",0
6421000,Granville Way,Ulloa St  -  Public Park,56,51-60,"Mon, Wed",1 PM - 3 PM,"Mon 1 PM - 3 PM, Wed 1 PM - 3 PM","NorthEast, SouthWest","L, R","Mon|12-14, Wed|12-14",0
6422000,Granville Way,Public Park  -  Claremont Blvd,56,51-60,"Mon, Wed",1 PM - 3 PM,"Mon 1 PM - 3 PM, Wed 1 PM - 3 PM","NorthEast, SouthWest","L, R","Mon|12-14, Wed|12-14",0
6423000,Grattan St,Belvedere St  -  Cole St,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","North, South","L, R","Fri|8-10, Thu|8-10",0
6424000,Grattan St,Cole St  -  Shrader St,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","North, South","L, R","Fri|8-10, Thu|8-10",0
6425000,Grattan St,Shrader St  -  Stanyan St,38,31-40,"Fri, Thu","8 AM - 10 AM, 9 AM - 11 AM","Fri 8 AM - 10 AM, Thu 9 AM - 11 AM","North, South","L, R","Fri|8-10, Thu|8-10",0
6426000,Graystone Ter,Twin Peaks Blvd  -  Pemberton Pl,40,31-40,"Fri, Thu",9 AM - 11 AM,"Fri 9 AM - 11 AM, Thu 9 AM - 11 AM","East, West","L, R","Fri|8-10, Thu|8-10",0
6427000,Graystone Ter,Pemberton Pl  -  Villa Ter,40,31-40,"Fri, Thu",9 AM - 11 AM,"Fri 9 AM - 11 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
6428000,Graystone Ter,Villa Ter  -  Iron Aly,40,31-40,"Fri, Thu",9 AM - 11 AM,"Fri 9 AM - 11 AM, Thu 9 AM - 11 AM","North, South","L, R","Fri|8-10, Thu|8-10",0
6429000,Graystone Ter,Iron Aly  -  Copper Aly,40,31-40,"Fri, Thu",9 AM - 11 AM,"Fri 9 AM - 11 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
643000,15th St,Treat Ave  -  Harrison St,6,1-10,Wed,12 AM - 6 AM,Wed 12 AM - 6 AM,South,L,Wed|12-2,0
6430000,Graystone Ter,Copper Aly  -  Corbett Ave,40,31-40,"Fri, Thu",9 AM - 11 AM,"Fri 9 AM - 11 AM, Thu 9 AM - 11 AM","NorthEast, SouthWest","L, R","Fri|8-10, Thu|8-10",0
6431101,Great Hwy,Point Lobos Ave  -  Balboa St,44,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 4 AM, 2 AM - 6 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 2 AM - 6 AM, Sun 2 AM - 4 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",East,L,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6431201,Great Hwy,Point Lobos Ave  -  Balboa St,45,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sun 2 AM - 5 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",West,R,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6432101,Great Hwy,Balboa St  -  Cabrillo St,44,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 4 AM, 2 AM - 6 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 2 AM - 6 AM, Sun 2 AM - 4 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",East,L,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6432201,Great Hwy,Balboa St  -  Cabrillo St,45,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sun 2 AM - 5 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",West,R,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6433101,Great Hwy,Cabrillo St  -  Fulton St,44,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 4 AM, 2 AM - 6 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 2 AM - 6 AM, Sun 2 AM - 4 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",East,L,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6433201,Great Hwy,Cabrillo St  -  Fulton St,45,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sun 2 AM - 5 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",West,R,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6434101,Great Hwy,Fulton St  -  John F Kennedy Dr,44,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 4 AM, 2 AM - 6 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 2 AM - 6 AM, Sun 2 AM - 4 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",East,L,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6434201,Great Hwy,Fulton St  -  John F Kennedy Dr,45,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sun 2 AM - 5 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",West,R,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6435101,Great Hwy,John F Kennedy Dr  -  Lincoln Way,44,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 4 AM, 2 AM - 6 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 2 AM - 6 AM, Sun 2 AM - 4 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",East,L,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6435201,Great Hwy,John F Kennedy Dr  -  Lincoln Way,45,41-50,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sun 2 AM - 5 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM",West,R,"Fri|12-2, Mon|12-2, Sat|2-4, Sun|2-4, Thu|12-2, Tues|12-2, Wed|12-2",1
6436101,Great Hwy,Lincoln Way  -  Sloat Blvd,98,91-100,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 2 AM, 12 AM - 6 AM, 5 AM - 7 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 12 AM - 2 AM, Sat 5 AM - 7 AM, Sun 5 AM - 7 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM","East, West","L, R","Fri|12-2, Mon|12-2, Sat|12-2, Sat|4-6, Sun|4-6, Thu|12-2, Tues|12-2, Wed|12-2",1
6436201,Great Hwy,Lincoln Way  -  Sloat Blvd,99,91-100,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM, 5 AM - 7 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sat 5 AM - 7 AM, Sun 2 AM - 5 AM, Sun 5 AM - 7 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM","East, West","L, R","Fri|12-2, Mon|12-2, Sat|2-4, Sat|4-6, Sun|2-4, Sun|4-6, Thu|12-2, Tues|12-2, Wed|12-2",1
6437101,Great Hwy,Sloat Blvd  -  Skyline Blvd,98,91-100,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 2 AM, 12 AM - 6 AM, 5 AM - 7 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 12 AM - 2 AM, Sat 5 AM - 7 AM, Sun 5 AM - 7 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM","East, West","L, R","Fri|12-2, Mon|12-2, Sat|12-2, Sat|4-6, Sun|4-6, Thu|12-2, Tues|12-2, Wed|12-2",1
6437201,Great Hwy,Sloat Blvd  -  Skyline Blvd,99,91-100,"Fri, Mon, Sat, Sun, Thu, Tues, Wed","12 AM - 6 AM, 2 AM - 5 AM, 3 AM - 5 AM, 5 AM - 7 AM","Fri 12 AM - 6 AM, Mon 12 AM - 6 AM, Sat 3 AM - 5 AM, Sat 5 AM - 7 AM, Sun 2 AM - 5 AM, Sun 5 AM - 7 AM, Thu 12 AM - 6 AM, Tues 12 AM - 6 AM, Wed 12 AM - 6 AM","East, West","L, R","Fri|12-2, Mon|12-2, Sat|2-4, Sat|4-6, Sun|2-4, Sun|4-6, Thu|12-2, Tues|12-2, Wed|12-2",1
6438001,Green St,The Embarcadero  -  Front St,40,31-40,"Fri, Mon, Thu, Tues, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Thu 2 AM - 6 AM, Tues 2 AM - 6 AM, Wed 2 AM - 6 AM","North, South","L, R","Fri|2-4, Mon|2-4, Thu|2-4, Tues|2-4, Wed|2-4",0
6439000,Green St,Front St  -  Battery St,40,31-40,"Fri, Mon, Thu, Tues, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Thu 2 AM - 6 AM, Tues 2 AM - 6 AM, Wed 2 AM - 6 AM","North, South","L, R","Fri|2-4, Mon|2-4, Thu|2-4, Tues|2-4, Wed|2-4",0
644000,15th St,Harrison St  -  Folsom St,28,21-30,"Fri, Tues",6 AM - 8 AM,"Fri 6 AM - 8 AM, Tues 6 AM - 8 AM","North, South","L, R","Fri|6-8, Tues|6-8",0
6440000,Green St,Battery St  -  Icehouse Aly,40,31-40,"Fri, Mon, Thu, Tues, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Thu 2 AM - 6 AM, Tues 2 AM - 6 AM, Wed 2 AM - 6 AM","North, South","L, R","Fri|2-4, Mon|2-4, Thu|2-4, Tues|2-4, Wed|2-4",0
6441000,Green St,Icehouse Aly  -  Sansome St,40,31-40,"Fri, Mon, Thu, Tues, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Thu 2 AM - 6 AM, Tues 2 AM - 6 AM, Wed 2 AM - 6 AM","North, South","L, R","Fri|2-4, Mon|2-4, Thu|2-4, Tues|2-4, Wed|2-4",0
6444001,Green St,Montgomery St  -  Kohler Pl,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,,R,Wed|6-8,0
6444002,Green St,Kohler Pl  -  Castle St,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,,R,Wed|6-8,0
6445000,Green St,Castle St  -  Windsor Pl,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,North,R,Wed|6-8,0
6446000,Green St,Windsor Pl  -  Reno Pl,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,North,R,Wed|6-8,0
6447000,Green St,Reno Pl  -  Kearny St,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,North,R,Wed|6-8,0
6448000,Green St,Kearny St  -  Sonoma St,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,South,L,Wed|6-8,0
6449000,Green St,Sonoma St  -  Varennes St,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,South,L,Wed|6-8,0
645000,15th St,Folsom St  -  Shotwell St,44,41-50,"Tues, Wed","12 PM - 2 PM, 8 AM - 10 AM","Tues 8 AM - 10 AM, Wed 12 PM - 2 PM","North, South","L, R","Tues|8-10, Wed|12-14",0
6450000,Green St,Varennes St  -  Grant Ave,30,21-30,Wed,7 AM - 8 AM,Wed 7 AM - 8 AM,South,L,Wed|6-8,0
6451000,Green St,Grant Ave  -  Bannam Pl,60,51-60,"Thu, Tues",7 AM - 8 AM,"Thu 7 AM - 8 AM, Tues 7 AM - 8 AM","North, South","L, R","Thu|6-8, Tues|6-8",0
6452000,Green St,Bannam Pl  -  Jasper Pl,60,51-60,"Thu, Tues",7 AM - 8 AM,"Thu 7 AM - 8 AM, Tues 7 AM - 8 AM","North, South","L, R","Thu|6-8, Tues|6-8",0
6453000,Green St,Jasper Pl  -  Stockton St,60,51-60,"Thu, Tues",7 AM - 8 AM,"Thu 7 AM - 8 AM, Tues 7 AM - 8 AM","North, South","L, R","Thu|6-8, Tues|6-8",0
6454000,Green St,Stockton St  -  Powell St,60,51-60,"Thu, Tues",7 AM - 8 AM,"Thu 7 AM - 8 AM, Tues 7 AM - 8 AM","North, South","L, R","Thu|6-8, Tues|6-8",0
646000,15th St,Shotwell St  -  South Van Ness Ave,44,41-50,"Tues, Wed","12 PM - 2 PM, 8 AM - 10 AM","Tues 8 AM - 10 AM, Wed 12 PM - 2 PM","North, South","L, R","Tues|8-10, Wed|12-14",0
6468000,Green St,Van Ness Ave  -  Franklin St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6469000,Green St,Franklin St  -  Gough St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
647000,15th St,South Van Ness Ave  -  Natoma St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6470000,Green St,Gough St  -  Octavia St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6471000,Green St,Octavia St  -  Laguna St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6472000,Green St,Laguna St  -  Buchanan St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6473000,Green St,Buchanan St  -  Webster St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6474000,Green St,Webster St  -  Fillmore St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6475000,Green St,Fillmore St  -  Steiner St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6476000,Green St,Steiner St  -  Pierce St,36,31-40,"Fri, Tues",8 AM - 10 AM,"Fri 8 AM - 10 AM, Tues 8 AM - 10 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6477000,Green St,Pierce St  -  Scott St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6478000,Green St,Scott St  -  Divisadero St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6479000,Green St,Divisadero St  -  Broderick St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
648000,15th St,Natoma St  -  Capp St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6480000,Green St,Broderick St  -  Baker St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6481000,Green St,Baker St  -  Lyon St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6485000,Greenwich St,Battery St  -  Sansome St,40,31-40,"Fri, Mon, Thu, Tues, Wed",2 AM - 6 AM,"Fri 2 AM - 6 AM, Mon 2 AM - 6 AM, Thu 2 AM - 6 AM, Tues 2 AM - 6 AM, Wed 2 AM - 6 AM","North, South","L, R","Fri|2-4, Mon|2-4, Thu|2-4, Tues|2-4, Wed|2-4",0
6486000,Greenwich St,Sansome St  -  Greenwich St,8,1-10,Mon,2 AM - 6 AM,Mon 2 AM - 6 AM,North,R,Mon|2-4,0
649000,15th St,Capp St  -  Minna St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
650000,15th St,Minna St  -  Mission St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
651000,15th St,Mission St  -  Wiese St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6511000,Greenwich St,Van Ness Ave  -  Franklin St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6512000,Greenwich St,Franklin St  -  Imperial Aly,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6513000,Greenwich St,Imperial Aly  -  Gough St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6514000,Greenwich St,Gough St  -  Octavia St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6515000,Greenwich St,Octavia St  -  Laguna St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6516000,Greenwich St,Laguna St  -  Buchanan St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6517000,Greenwich St,Buchanan St  -  Webster St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
6518000,Greenwich St,Webster St  -  Fillmore St,48,41-50,"Fri, Tues","6 AM - 8 AM, 9 AM - 11 AM","Fri 6 AM - 8 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|6-8, Tues|8-10",0
6519000,Greenwich St,Fillmore St  -  Steiner St,40,31-40,"Fri, Tues",9 AM - 11 AM,"Fri 9 AM - 11 AM, Tues 9 AM - 11 AM","North, South","L, R","Fri|8-10, Tues|8-10",0
652000,15th St,Wiese St  -  Julian Ave,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6520000,Greenwich St,Steiner St  -  Pierce St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6521000,Greenwich St,Pierce St  -  Scott St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6522000,Greenwich St,Scott St  -  Divisadero St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6523000,Greenwich St,Divisadero St  -  Broderick St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6524000,Greenwich St,Broderick St  -  Baker St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6525000,Greenwich St,Baker St  -  Lyon St,52,51-60,"Fri, Tues",12 PM - 2 PM,"Fri 12 PM - 2 PM, Tues 12 PM - 2 PM","North, South","L, R","Fri|12-14, Tues|12-14",0
6526000,Greenwood Ave,Hazelwood Ave  -  Valdez Ave,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
6527000,Greenwood Ave,Valdez Ave  -  Colon Ave,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
6528000,Greenwood Ave,Colon Ave  -  Plymouth Ave,56,51-60,"Mon, Thu",1 PM - 3 PM,"Mon 1 PM - 3 PM, Thu 1 PM - 3 PM","North, South","L, R","Mon|12-14, Thu|12-14",0
653000,15th St,Julian Ave  -  Caledonia St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6536000,Griffith St,Navy Rd  -  Oakdale Ave,40,31-40,"Fri, Wed",9 AM - 11 AM,"Fri 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Fri|8-10, Wed|8-10",0
6537000,Griffith St,Oakdale Ave  -  Crisp Rd,40,31-40,"Fri, Wed",9 AM - 11 AM,"Fri 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Fri|8-10, Wed|8-10",0
6538000,Griffith St,Crisp Rd  -  Palou Ave,40,31-40,"Fri, Wed",9 AM - 11 AM,"Fri 9 AM - 11 AM, Wed 9 AM - 11 AM","NorthWest, SouthEast","L, R","Fri|8-10, Wed|8-10",0
6539000,Griffith St,Palou Ave  -  Quesada Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|12-14, Wed|12-14",0
654000,15th St,Caledonia St  -  Valencia St,84,81-90,"Fri, Mon, Thu, Tues, Wed",6 AM - 8 AM,"Fri 6 AM - 8 AM, Mon 6 AM - 8 AM, Thu 6 AM - 8 AM, Tues 6 AM - 8 AM, Wed 6 AM - 8 AM","North, South","L, R","Fri|6-8, Mon|6-8, Thu|6-8, Tues|6-8, Wed|6-8",0
6540000,Griffith St,Quesada Ave  -  Revere Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|12-14, Wed|12-14",0
6541000,Griffith St,Revere Ave  -  Shafter Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|12-14, Wed|12-14",0
6542000,Griffith St,Shafter Ave  -  Thomas Ave,52,51-60,"Mon, Wed",12 PM - 2 PM,"Mon 12 PM - 2 PM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|12-14, Wed|12-14",0
6546000,Griffith St,Cameron Way  -  Fitzgerald Ave,46,41-50,"Mon, Wed","12 PM - 2 PM, 9 AM - 11 AM","Mon 9 AM - 11 AM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|12-14",0
6547000,Griffith St,Fitzgerald Ave  -  Gilman Ave,46,41-50,"Mon, Wed","12 PM - 2 PM, 9 AM - 11 AM","Mon 9 AM - 11 AM, Wed 12 PM - 2 PM","NorthWest, SouthEast","L, R","Mon|8-10, Wed|12-14",0
